,state,distnum,distid,party,partname,yearel,origvote,totvote,highestvote,sechighestvote,uniqid,officeexp,share,w_share,inc,next,next_tv
755,3,9,18,100,D,1948,63275.0,146025.0,82750.0,63275.0,8170,0,0.43331621297722994,0.5666837870227701,0,0.43417951231722324,62445.0
761,3,9,18,100,D,1954,62445.0,143823.0,81378.0,62445.0,20922,0,0.43417951231722324,0.5658204876827767,0,0.38909368941317823,71245.0
763,3,9,18,100,D,1956,71245.0,183105.0,111860.0,71245.0,18203,0,0.38909368941317823,0.6109063105868218,0,0.45311455886731283,68486.0
765,3,9,18,100,D,1958,68486.0,151145.0,82659.0,68486.0,1711,0,0.45311455886731283,0.5468854411326871,0,0.8459576110102757,118385.0
770,3,9,18,100,D,1964,118385.0,147382.0,118385.0,21557.0,18379,9,0.8459576110102757,0.8459576110102757,1,0.8294317609084962,77347.0
773,3,9,18,100,D,1968,77347.0,93253.0,77347.0,15906.0,18379,11,0.8294317609084962,0.8294317609084962,1,0.8931303463089272,94804.0
778,3,9,18,100,D,1974,94804.0,106148.0,94804.0,11344.0,19626,1,0.8931303463089272,0.8931303463089272,1,0.7504694903501675,103901.0
779,3,9,18,100,D,1976,103901.0,149368.0,103901.0,34547.0,19626,2,0.7504694903501675,0.7504694903501675,1,0.9401931355029534,106805.0
781,3,9,18,100,D,1978,106805.0,116308.0,106805.0,6794.0,19626,3,0.9401931355029534,0.9401931355029534,1,0.8378592424496261,110026.0
786,3,9,18,100,D,1986,110026.0,131318.0,110026.0,21292.0,19626,7,0.8378592424496261,0.8378592424496261,1,0.6977477391536613,146287.0
796,3,10,19,100,D,1946,54421.0,151028.0,96607.0,54421.0,18252,0,0.36033715602404853,0.6396628439759515,0,0.3046444487388954,52022.0
798,3,10,19,100,D,1948,52022.0,170763.0,118741.0,52022.0,20976,0,0.3046444487388954,0.6953555512611046,0,0.4933827125987003,70608.0
804,3,10,19,100,D,1954,70608.0,143110.0,72502.0,70608.0,13629,0,0.4933827125987003,0.5066172874012997,0,0.4703618997894546,82882.0
806,3,10,19,100,D,1956,82882.0,176209.0,93327.0,82882.0,13629,0,0.4703618997894546,0.5296381002105455,0,0.4781996051636956,65159.0
808,3,10,19,100,D,1958,65159.0,136259.0,71100.0,65159.0,24575,0,0.4781996051636956,0.5218003948363044,0,0.37019988858359537,78415.0
814,3,10,19,100,D,1964,78415.0,211818.0,133403.0,78415.0,8401,0,0.37019988858359537,0.6298001114164047,0,0.48900846234757467,92516.0
816,3,10,19,100,D,1966,92516.0,189191.0,96675.0,92516.0,12506,0,0.48900846234757467,0.5109915376524253,0,0.3263114798044539,66949.0
818,3,10,19,100,D,1968,66949.0,205169.0,138220.0,66949.0,8169,0,0.3263114798044539,0.6736885201955461,0,0.3584722872705576,55874.0
822,3,10,19,100,D,1974,55874.0,155867.0,99993.0,55874.0,19727,0,0.3584722872705576,0.6415277127294424,0,0.38855212401466327,64868.0
825,3,10,19,100,D,1978,64868.0,166948.0,102080.0,64868.0,17788,0,0.38855212401466327,0.6114478759853368,0,0.5570798303784554,143062.0
831,3,10,19,100,D,1984,143062.0,256807.0,143062.0,113745.0,27774,6,0.5570798303784554,0.5570798303784554,1,0.7108619006133463,121578.0
833,3,10,19,100,D,1986,121578.0,186716.0,121578.0,49451.0,27774,7,0.7108619006133463,0.7108619006133463,1,0.6667260331549965,187178.0
835,3,10,19,100,D,1988,187178.0,280742.0,187178.0,93564.0,27774,8,0.6667260331549965,0.6667260331549965,1,0.6876014965769782,172753.0
841,3,10,19,100,D,1994,172753.0,251240.0,172753.0,78487.0,27774,11,0.6876014965769782,0.6876014965769782,1,0.5654758763829525,160745.0
847,3,11,20,100,D,1946,69093.0,96136.0,69093.0,26007.0,15391,0,0.7265299684542587,0.7265299684542587,1,0.7823221454289616,75613.0
854,3,11,20,100,D,1954,75613.0,96652.0,75613.0,21039.0,20912,1,0.7823221454289616,0.7823221454289616,1,0.7531104619712214,83532.0
856,3,11,20,100,D,1956,83532.0,110916.0,83532.0,27384.0,20912,2,0.7531104619712214,0.7531104619712214,1,0.8039448613300088,68353.0
858,3,11,20,100,D,1958,68353.0,85022.0,68353.0,16669.0,20912,3,0.8039448613300088,0.8039448613300088,1,0.7478194216841993,141465.0
864,3,11,20,100,D,1966,141465.0,189170.0,141465.0,47705.0,4868,4,0.7478194216841993,0.7478194216841993,1,0.6898900166990353,131789.0
870,3,11,20,100,D,1976,131789.0,191029.0,131789.0,59240.0,4868,9,0.6898900166990353,0.6898900166990353,1,0.9173301850529899,133644.0
886,3,12,21,100,D,1956,89943.0,109042.0,89943.0,19099.0,18379,5,0.8248473065424332,0.8248473065424332,1,0.4037397728503008,78313.0
892,3,12,21,100,D,1964,78313.0,193969.0,115656.0,78313.0,5172,0,0.4037397728503008,0.5962602271496992,0,0.4499594621040566,80473.0
917,3,14,23,100,D,1946,40999.0,112565.0,71566.0,40999.0,26059,0,0.3642251143783592,0.6357748856216409,0,0.3862719928562459,55369.0
919,3,14,23,100,D,1948,55369.0,143342.0,87973.0,55369.0,19064,0,0.3862719928562459,0.6137280071437541,0,0.3799150065651075,53818.0
925,3,14,23,100,D,1954,53818.0,141658.0,87840.0,53818.0,8401,0,0.3799150065651075,0.6200849934348925,0,0.37615829521340627,67183.0
933,4,1,24,100,D,1946,36316.0,90225.0,53909.0,36316.0,3118,0,0.40250484898863953,0.5974951510113605,0,0.4417005583511408,51262.0
935,4,1,24,100,D,1948,51262.0,116753.0,64794.0,51262.0,22326,0,0.4417005583511408,0.5582994416488591,0,0.49782600616893974,53584.0
941,4,1,24,100,D,1954,53584.0,107636.0,54052.0,53584.0,18748,0,0.49782600616893974,0.5021739938310602,0,0.4259824046920821,58104.0
943,4,1,24,100,D,1956,58104.0,136400.0,78296.0,58104.0,27847,0,0.4259824046920821,0.5740175953079178,0,0.4125204850868568,44051.0
945,4,1,24,100,D,1958,44051.0,107331.0,62734.0,44051.0,24275,0,0.4125204850868568,0.5874795149131432,0,0.5213307380488937,58388.0
955,4,1,24,100,D,1974,58388.0,111998.0,58388.0,53610.0,7346,0,0.5213307380488937,0.5213307380488937,1,0.691538426998005,107806.0
957,4,1,24,100,D,1976,107806.0,158435.0,107806.0,48087.0,7288,0,0.691538426998005,0.691538426998005,1,0.6278766067618765,82697.0
959,4,1,24,100,D,1978,82697.0,134116.0,82697.0,49012.0,7288,1,0.6278766067618765,0.6278766067618765,1,0.40989048523792243,76802.0
965,4,1,24,100,D,1984,76802.0,189399.0,110570.0,76802.0,8669,0,0.40989048523792243,0.5901095147620776,0,0.43645937893344805,54787.0
967,4,1,24,100,D,1986,54787.0,125526.0,70739.0,54787.0,7834,0,0.43645937893344805,0.5635406210665519,0,0.39686164456428036,86546.0
969,4,1,24,100,D,1988,86546.0,218076.0,131530.0,86546.0,15217,0,0.39686164456428036,0.6031383554357197,0,0.9099691543141118,42481.0
973,4,1,24,100,D,1994,42481.0,147822.0,42481.0,4203.0,29150,0,0.9099691543141118,0.9099691543141118,1,0.4822953955914971,115462.0
978,4,2,25,100,D,1946,24904.0,70867.0,45963.0,24904.0,13321,0,0.3514188550383112,0.6485811449616888,0,0.42112380100005836,43289.0
980,4,2,25,100,D,1948,43289.0,103610.0,59505.0,43289.0,16731,0,0.42112380100005836,0.5788761989999416,0,0.39579508439443295,33415.0
986,4,2,25,100,D,1954,33415.0,84425.0,51010.0,33415.0,4526,0,0.39579508439443295,0.6042049156055671,0,0.3402800976487216,39726.0
988,4,2,25,100,D,1956,39726.0,116745.0,77019.0,39726.0,4526,0,0.3402800976487216,0.6597199023512784,0,0.41416614727094647,37212.0
990,4,2,25,100,D,1958,37212.0,90170.0,52636.0,37212.0,20692,0,0.41416614727094647,0.5858338527290535,0,0.4988085909388943,62382.0
996,4,2,25,100,D,1964,62382.0,125062.0,62680.0,62382.0,21072,0,0.4988085909388943,0.5011914090611057,0,0.33165006968711497,32838.0
998,4,2,25,100,D,1966,32838.0,99144.0,66176.0,32838.0,2662,0,0.33165006968711497,0.668349930312885,0,0.2885725526089714,35942.0
1000,4,2,25,100,D,1968,35942.0,124551.0,88609.0,35942.0,13427,0,0.2885725526089714,0.7114274473910286,0,0.3576922003887251,38463.0
1006,4,2,25,100,D,1974,38463.0,107531.0,69068.0,38463.0,3654,0,0.3576922003887251,0.6423077996112749,0,0.39466596282010524,65792.0
1008,4,2,25,100,D,1976,65792.0,166703.0,100911.0,65792.0,11537,0,0.39466596282010524,0.6053340371798948,0,0.3187137330754352,39546.0
1010,4,2,25,100,D,1978,39546.0,124080.0,84534.0,39546.0,13010,0,0.3187137330754352,0.6812862669245648,0,0.22596248267503127,40269.0
1016,4,2,25,100,D,1984,40269.0,179384.0,137942.0,40269.0,6636,0,0.22596248267503127,0.7740375173249687,0,0.25778217718617313,29688.0
1018,4,2,25,100,D,1986,29688.0,115167.0,85479.0,29688.0,6955,0,0.25778217718617313,0.7422178228138269,0,0.4282180699936491,89677.0
1020,4,2,25,100,D,1988,89677.0,210873.0,119742.0,89677.0,8334,0,0.4282180699936491,0.5717819300063509,0,0.47179151521313645,74243.0
1026,4,2,25,100,D,1994,74243.0,161573.0,83121.0,74243.0,27949,2,0.47179151521313645,0.5282084847868636,0,0.4625558940646295,105824.0
1032,5,1,26,100,D,1946,74324.0,131114.0,74324.0,55900.0,10104,0,0.5707396486054798,0.5707396486054798,1,0.6201795711694311,95045.0
1034,5,1,26,100,D,1948,95045.0,153254.0,95045.0,58209.0,10104,1,0.6201795711694311,0.6201795711694311,1,0.5912783184323654,89678.0
1040,5,1,26,100,D,1954,89678.0,151668.0,89678.0,61990.0,10104,4,0.5912783184323654,0.5912783184323654,1,0.5577067214003205,96732.0
1042,5,1,26,100,D,1956,96732.0,173446.0,96732.0,76714.0,10104,5,0.5577067214003205,0.5577067214003205,1,0.6285240571332723,97425.0
1044,5,1,26,100,D,1958,97425.0,155006.0,97425.0,57581.0,10104,6,0.6285240571332723,0.6285240571332723,1,0.6625409362357927,110056.0
1050,5,1,26,100,D,1964,110056.0,166112.0,110056.0,56056.0,27231,2,0.6625409362357927,0.6625409362357927,1,0.5681081508419638,79046.0
1052,5,1,26,100,D,1966,79046.0,139673.0,79046.0,60093.0,27231,3,0.5681081508419638,0.5681081508419638,1,0.6108619861668091,97945.0
1054,5,1,26,100,D,1968,97945.0,162232.0,97945.0,62394.0,27576,0,0.6108619861668091,0.6108619861668091,1,0.7292220744680851,105288.0
1060,5,1,26,100,D,1974,105288.0,144384.0,105288.0,39096.0,27231,4,0.7292220744680851,0.7292220744680851,1,0.6315100079024,116674.0
1062,5,1,26,100,D,1976,116674.0,187002.0,116674.0,68080.0,27231,5,0.6315100079024,0.6315100079024,1,0.6124223602484472,86768.0
1064,5,1,26,100,D,1978,86768.0,141680.0,86768.0,54912.0,27576,3,0.6124223602484472,0.6124223602484472,1,0.6854459847462876,130585.0
1070,5,1,26,100,D,1984,130585.0,190511.0,130585.0,59926.0,27231,8,0.6854459847462876,0.6854459847462876,1,0.5771153728741122,85072.0
1072,5,1,26,100,D,1986,85072.0,147409.0,85072.0,62337.0,27231,9,0.5771153728741122,0.5771153728741122,1,0.4436716636698709,84141.0
1074,5,1,26,100,D,1988,84141.0,189647.0,105506.0,84141.0,27231,10,0.4436716636698709,0.5563283363301291,0,0.5414795570852496,89832.0
1079,5,1,26,100,D,1994,89832.0,165901.0,89832.0,76069.0,15385,0,0.5414795570852496,0.5414795570852496,1,0.7122528950754474,121781.0
1085,5,2,27,100,D,1946,74349.0,141336.0,74349.0,66987.0,10047,0,0.5260443199184921,0.5260443199184921,1,0.5965581091384381,98586.0
1087,5,2,27,100,D,1948,98586.0,165258.0,98586.0,66672.0,10047,1,0.5965581091384381,0.5965581091384381,1,0.6050885653502761,105522.0
1093,5,2,27,100,D,1954,105522.0,174391.0,105522.0,68869.0,10047,4,0.6050885653502761,0.6050885653502761,1,0.5220920104521339,105496.0
1095,5,2,27,100,D,1956,105496.0,202064.0,105496.0,96568.0,10047,5,0.5220920104521339,0.5220920104521339,1,0.6336331478365903,117506.0
1097,5,2,27,100,D,1958,117506.0,185636.0,117506.0,67942.0,10047,6,0.6336331478365903,0.6336331478365903,1,0.8134992148810243,168374.0
1103,5,2,27,100,D,1964,168374.0,206975.0,168374.0,38601.0,10047,9,0.8134992148810243,0.8134992148810243,1,0.6466226850709355,117911.0
1105,5,2,27,100,D,1966,117911.0,182349.0,117911.0,64438.0,10047,10,0.6466226850709355,0.6466226850709355,1,0.6124238444600238,124044.0
1107,5,2,27,100,D,1968,124044.0,202546.0,124044.0,78502.0,28521,0,0.6124238444600238,0.6124238444600238,1,0.7822518449779606,124759.0
1113,5,2,27,100,D,1974,124759.0,159487.0,124759.0,34728.0,2870,0,0.7822518449779606,0.7822518449779606,1,0.772686113932093,154453.0
1115,5,2,27,100,D,1976,154453.0,201912.0,154453.0,45438.0,2870,1,0.772686113932093,0.772686113932093,1,0.52610129904528,87397.0
1117,5,2,27,100,D,1978,87397.0,166122.0,87397.0,78725.0,2870,2,0.52610129904528,0.52610129904528,1,0.32257854321631213,64357.0
1123,5,2,27,100,D,1984,64357.0,199508.0,135151.0,64357.0,26464,0,0.32257854321631213,0.6774214567836879,0,0.28186179997597843,44588.0
1125,5,2,27,100,D,1986,44588.0,158191.0,113603.0,44588.0,9703,0,0.28186179997597843,0.7181382000240216,0,0.27876750088156266,56129.0
1140,6,98,29,100,D,1946,26056.0,73041.0,46985.0,26056.0,5214,0,0.356731150997385,0.6432688490026149,0,0.39203729389460207,47767.0
1142,6,98,29,100,D,1948,47767.0,121843.0,74076.0,47767.0,23086,0,0.39203729389460207,0.6079627061053979,0,0.3862395435931539,44141.0
1148,6,98,29,100,D,1954,44141.0,114284.0,70143.0,44141.0,4088,0,0.3862395435931539,0.6137604564068461,0,0.3287129609856794,50797.0
1150,6,98,29,100,D,1956,50797.0,154533.0,103736.0,50797.0,24536,0,0.3287129609856794,0.6712870390143205,0,0.5146534927894217,63131.0
1152,6,98,29,100,D,1958,63131.0,122667.0,63131.0,59536.0,19135,0,0.5146534927894217,0.5146534927894217,1,0.4510367897214321,71193.0
1158,6,98,29,100,D,1964,71193.0,163445.0,86650.0,71193.0,21292,0,0.4510367897214321,0.548963210278568,0,0.34362015618093417,46643.0
1160,6,98,29,100,D,1966,46643.0,135740.0,89097.0,46643.0,24437,0,0.34362015618093417,0.6563798438190659,0,0.41868207263258017,53701.0
1167,6,98,29,100,D,1974,53701.0,140864.0,74561.0,53701.0,5208,0,0.41868207263258017,0.5813179273674198,0,0.3143225479447527,57053.0
1169,6,98,29,100,D,1976,57053.0,184660.0,124458.0,57053.0,4835,0,0.3143225479447527,0.6856774520552473,0,0.20390463148284702,23228.0
1171,6,98,29,100,D,1978,23228.0,120421.0,90688.0,23228.0,8095,0,0.20390463148284702,0.796095368517153,0,0.2896561652710128,60360.0
1188,11,98,31,100,D,1946,49105.0,112621.0,63516.0,49105.0,28723,0,0.43601992523596844,0.5639800747640316,0,0.49208060784369734,68909.0
1190,11,98,31,100,D,1948,68909.0,140535.0,71127.0,68909.0,18691,0,0.49208060784369734,0.5079193921563027,0,0.549107019052109,79201.0
1195,11,98,31,100,D,1954,79201.0,144236.0,79201.0,65035.0,18542,0,0.549107019052109,0.549107019052109,1,0.48043500471103745,84644.0
1197,11,98,31,100,D,1956,84644.0,176182.0,91538.0,84644.0,18542,1,0.48043500471103745,0.5195649952889626,0,0.5022825973210548,76797.0
1199,11,98,31,100,D,1958,76797.0,152896.0,76797.0,76099.0,18542,1,0.5022825973210548,0.5022825973210548,1,0.5657226292072602,112361.0
1204,11,98,31,100,D,1964,112361.0,198691.0,112361.0,86254.0,18542,4,0.5657226292072602,0.5657226292072602,1,0.4422752662591282,72132.0
1206,11,98,31,100,D,1966,72132.0,163093.0,90961.0,72132.0,18542,5,0.4422752662591282,0.5577247337408717,0,0.41327059057862764,82993.0
1208,11,98,31,100,D,1968,82993.0,200820.0,117827.0,82993.0,18542,5,0.41327059057862764,0.5867294094213724,0,0.48065300223360924,102431.0
1215,11,98,31,100,D,1976,102431.0,214799.0,110677.0,102431.0,26226,0,0.48065300223360924,0.5193469977663907,0,0.41432239766978385,64863.0
1217,11,98,31,100,D,1978,64863.0,157566.0,91689.0,64863.0,13333,0,0.41432239766978385,0.5856776023302162,0,0.5853246539222149,142070.0
1231,12,1,32,100,D,1948,77012.0,168332.0,77012.0,1526.0,8341,0,0.9805699152002852,0.9805699152002852,1,0.45575456641248446,77100.0
1234,12,1,32,100,D,1954,77100.0,169414.0,92070.0,77100.0,7030,0,0.45575456641248446,0.5442454335875155,0,0.9952525995168575,94758.0
1236,12,1,32,100,D,1956,94758.0,228363.0,94758.0,452.0,7030,0,0.9952525995168575,0.9952525995168575,1,0.495222272724898,94790.0
1237,12,1,32,100,D,1958,94790.0,192248.0,96619.0,94790.0,9634,0,0.495222272724898,0.5047777272751021,0,0.43736195678127987,117227.0
1243,12,1,32,100,D,1964,117227.0,268419.0,150805.0,117227.0,22621,0,0.43736195678127987,0.5626380432187201,0,0.4738700401643578,61469.0
1245,12,1,32,100,D,1966,61469.0,132917.0,68248.0,61469.0,22133,0,0.4738700401643578,0.5261299598356423,0,0.4137317995779773,74703.0
1247,12,1,32,100,D,1968,74703.0,182444.0,105856.0,74703.0,13229,0,0.4137317995779773,0.5862682004220228,0,0.5990047242225799,80768.0
1253,12,1,32,100,D,1974,80768.0,140468.0,80768.0,54069.0,9996,0,0.5990047242225799,0.5990047242225799,1,0.7079440584080793,136624.0
1255,12,1,32,100,D,1976,136624.0,194898.0,136624.0,56363.0,9996,1,0.7079440584080793,0.7079440584080793,1,0.7980202934960022,106096.0
1257,12,1,32,100,D,1978,106096.0,133620.0,106096.0,26853.0,9996,2,0.7980202934960022,0.7980202934960022,1,0.7212279246177551,152125.0
1263,12,1,32,100,D,1984,152125.0,211711.0,152125.0,58800.0,9996,5,0.7212279246177551,0.7212279246177551,1,0.7621706664927612,93497.0
1265,12,1,32,100,D,1986,93497.0,123603.0,93497.0,29175.0,9996,6,0.7621706664927612,0.7621706664927612,1,0.7028239079321866,141988.0
1267,12,1,32,100,D,1988,141988.0,203153.0,141988.0,60037.0,9996,7,0.7028239079321866,0.7028239079321866,1,0.7226713884805559,108155.0
1273,12,1,32,100,D,1994,108155.0,149660.0,108155.0,41505.0,1860,2,0.7226713884805559,0.7226713884805559,1,0.7836492427943331,160413.0
1279,12,2,33,100,D,1946,26740.0,81251.0,54511.0,26740.0,15225,0,0.32910364180133167,0.6708963581986683,0,0.3781659042753322,38194.0
1281,12,2,33,100,D,1948,38194.0,101762.0,62804.0,38194.0,27724,0,0.3781659042753322,0.6218340957246679,0,0.36415046754355335,37541.0
1287,12,2,33,100,D,1954,37541.0,103148.0,65551.0,37541.0,4822,0,0.36415046754355335,0.6358495324564467,0,0.32066668837936424,39383.0
1289,12,2,33,100,D,1956,39383.0,122967.0,83433.0,39383.0,27551,0,0.32066668837936424,0.6793333116206357,0,0.4630744007547239,50558.0
1291,12,2,33,100,D,1958,50558.0,109726.0,58621.0,50558.0,12297,0,0.4630744007547239,0.536925599245276,0,0.5078572864460942,73264.0
1297,12,2,33,100,D,1964,73264.0,144261.0,73264.0,70997.0,18649,0,0.5078572864460942,0.5078572864460942,1,0.47629228844867205,65494.0
1299,12,2,33,100,D,1966,65494.0,139758.0,72014.0,65494.0,18649,1,0.47629228844867205,0.5237077115513279,0,0.4457494577072409,73361.0
1301,12,2,33,100,D,1968,73361.0,165084.0,91218.0,73361.0,8035,0,0.4457494577072409,0.554250542292759,0,0.581288692824649,109763.0
1307,12,2,33,100,D,1974,109763.0,191520.0,109763.0,79064.0,13955,0,0.581288692824649,0.581288692824649,1,0.6172083180939443,141753.0
1309,12,2,33,100,D,1976,141753.0,229668.0,141753.0,87915.0,13955,1,0.6172083180939443,0.6172083180939443,1,0.6642594174299767,112768.0
1311,12,2,33,100,D,1978,112768.0,169765.0,112768.0,56997.0,13955,2,0.6642594174299767,0.6642594174299767,1,0.632359381545375,132841.0
1317,12,2,33,100,D,1984,132841.0,210072.0,132841.0,77231.0,13955,4,0.632359381545375,0.632359381545375,1,0.7044491881534273,83821.0
1319,12,2,33,100,D,1986,83821.0,122800.0,83821.0,35167.0,13955,5,0.7044491881534273,0.7044491881534273,1,0.6649972313412175,134505.0
1321,12,2,33,100,D,1988,134505.0,204636.0,134505.0,67759.0,13955,6,0.6649972313412175,0.6649972313412175,1,0.3537806284140955,56151.0
1326,12,2,33,100,D,1994,56151.0,158717.0,102566.0,56151.0,17551,0,0.3537806284140955,0.6462193715859045,0,0.38655245344920536,83890.0
1333,12,3,34,100,D,1948,59810.0,149539.0,87538.0,59810.0,27855,0,0.405909818932052,0.594090181067948,0,0.4244039542547005,65685.0
1338,12,3,34,100,D,1954,65685.0,154770.0,89085.0,65685.0,27855,0,0.4244039542547005,0.5755960457452994,0,0.34679102374914633,72617.0
1340,12,3,34,100,D,1956,72617.0,209397.0,136780.0,72617.0,26212,0,0.34679102374914633,0.6532089762508536,0,0.4392819250038298,77423.0
1342,12,3,34,100,D,1958,77423.0,176249.0,98826.0,77423.0,11952,0,0.4392819250038298,0.5607180749961702,0,0.5041455023681778,105803.0
1347,12,3,34,100,D,1964,105803.0,209866.0,105803.0,104063.0,13845,0,0.5041455023681778,0.5041455023681778,1,0.5304350659931563,81382.0
1349,12,3,34,100,D,1966,81382.0,154468.0,81382.0,72043.0,13845,1,0.5304350659931563,0.5304350659931563,1,0.5794427326708429,113587.0
1351,12,3,34,100,D,1968,113587.0,196643.0,113587.0,82441.0,13845,2,0.5794427326708429,0.5794427326708429,1,0.6976387490043512,105979.0
1357,12,3,34,100,D,1974,105979.0,153906.0,105979.0,45932.0,13845,5,0.6976387490043512,0.6976387490043512,1,0.6261213798264877,127164.0
1359,12,3,34,100,D,1976,127164.0,204739.0,127164.0,75934.0,13845,6,0.6261213798264877,0.6261213798264877,1,0.5628684688578394,83349.0
1361,12,3,34,100,D,1978,83349.0,148955.0,83349.0,64730.0,13845,7,0.5628684688578394,0.5628684688578394,1,0.537970869131045,122291.0
1367,12,3,34,100,D,1984,122291.0,229422.0,122291.0,105028.0,13845,10,0.537970869131045,0.537970869131045,1,0.5870089552238806,73743.0
1369,12,3,34,100,D,1986,73743.0,125625.0,73743.0,51882.0,13845,11,0.5870089552238806,0.5870089552238806,1,0.52125806782092,117024.0
1371,12,3,34,100,D,1988,117024.0,226610.0,117024.0,107479.0,21501,0,0.52125806782092,0.52125806782092,1,0.31988177988260247,54441.0
1377,12,3,34,100,D,1994,54441.0,174328.0,115750.0,54441.0,26780,0,0.31988177988260247,0.6801182201173975,0,0.3412479662725383,81590.0
1383,12,4,35,100,D,1946,45225.0,95446.0,50221.0,45225.0,13865,0,0.4738281331852566,0.5261718668147434,0,0.6150516682372107,77018.0
